Net_Activity,Energy
29.727959057643307,98.73493590269548
18.387503845205188,61.864173807683656
29.702528919636272,92.98109330621902
10.068593551858577,37.812158528390675
29.90091942082714,96.3670024559779
22.638131676712746,74.60063261213149
10.897921906825921,40.51420661720862
16.7286447909474,56.550300485331434
22.441703962445757,71.33545866994018
16.77437440175534,56.53572520122841
19.79232510184807,60.79190446993505
13.33402730349216,45.803839756584495
14.433599357858533,48.83655498989098
25.982532242486784,84.29378310649153
22.793814182559338,75.19848706749269
12.073651340306812,39.569552255204776
20.566308141617906,66.21711781887443
29.486108742799203,94.68555264626046
10.839341235444259,38.58262081101326
17.97069219092887,59.79906989849609
12.19907606269105,39.75705424809117
11.954734861974023,39.96421570172694
27.995061817798153,90.95440371673068
12.976249351371749,42.90783083413447
23.304080257102736,76.81439308017262
21.04449446137199,67.13847300603052
14.528840297904196,48.95489217886032
18.44925948189052,60.873003765634145
11.194288267670622,41.003026346483196
26.92809547666276,86.62024934172254
29.68671391281664,93.8899476842371
13.204159588347515,44.946235957480944
17.08037178850632,56.77010890627481
25.842493404649687,84.06884297608708
16.86893886414681,54.39159410582073
21.945326128985556,75.82907196492418
11.056894279582849,35.49798942068226
11.67712609821251,38.827978589066845
24.685365078570474,77.34060066679075
20.103524542258434,63.67473041770707
29.951463415789842,95.16734717146697
26.357422510983525,79.66172122948335
12.175762520904636,39.2628170005398
12.920615477763427,46.11657108300098
23.360133331182066,78.14598611044961
11.693825429580736,42.922343492416424
14.729727478153691,51.284334885896705
13.664403369884061,46.35818957285695
14.273396897495793,48.71682029878258
17.045653838981924,56.314288973389026
11.936215040777435,40.37500964413895
18.03768432099365,57.13891706927915
22.126064172877964,73.31377458820518
11.062806930331766,38.84610356684912
11.26817037491162,37.875815245915355
23.52635233152114,74.47520118032067
13.269248472861118,44.38836424560843
18.042029383626527,59.932206838733386
26.545159540185264,83.7294105783394
26.315843316485548,82.09664620409411
21.987218886006993,71.37651634806198
14.333442827146799,48.75234404594746
29.295439516876442,93.65775955410689
17.99637967713359,60.72268872378535
12.041922191788004,38.923355811314934
26.331459388191313,84.19603702220613
22.651846257912286,70.94006558040985
19.71596334915518,66.90607374462405
25.363994766160822,85.12309927168731
26.45026828781353,87.59936394472052
19.282442702131043,64.21977341324187
21.929267413610162,70.23332685945678
29.415838449401907,92.19359429909369
29.843803398411573,94.55057105587802
16.56491608742958,56.35583180018034
14.971807818258283,45.0889736570523
23.037559888242676,73.19281085862826
24.216370442827863,77.41036532007817
21.37125096587978,67.4647642482546
24.67292591371773,80.9943959976571
24.765431555608036,80.3023646889026
17.985118081279435,61.16335024318838
22.923721096177026,73.06058230790387
22.898244686152022,72.36048597814637
15.873053823396596,51.71415758016319
29.175608557427978,91.57245721022062
17.189966507503236,54.50499554526655
27.951051246170138,88.5237381249606
10.588058263506234,38.290916707962985
19.089853477615968,59.761277914340695
25.701416768650823,77.57969341844904
29.546016032547662,93.99784673724571
11.55343204825795,37.331550968165324
29.654182014130857,91.83526450867166
16.65206880149331,51.27428027540724
19.364382080974693,64.86421512204873
10.814424723038607,35.799796123404384
16.054854459715365,54.65466285330135
25.63460787368892,84.09056660965015
16.804913718863865,52.12719952325402
19.367483067989134,61.54624561749536
17.78326429903173,58.551088782545065
25.433820669140644,82.31292194490216
12.073051801022267,42.604255998498935
13.439232435065904,41.93093594313658
29.506293195819875,90.51794202998279
14.274514744107517,49.53326256914408
10.365581072774127,35.464031684724155
23.721480078495702,77.81914946772972
19.5733122508764,64.32171282512279
18.853407316822434,63.175811466827916
29.868275771944074,93.14436856137354
17.16302602737427,57.895736758175865
19.905900788900922,66.0643690851592
13.144005836113134,46.13009616797515
16.958006597589275,57.50605776890113
23.976475066841434,78.73459186102407
14.007574986334717,41.635310040552845
25.2836659007556,80.5416948062557
12.44325556482346,39.97765811149797
21.2536989690087,68.18232726276624
28.849150276865764,91.13798828848292
16.73778924550326,54.873773016285405
27.449505099606434,86.69819606428767
27.673705022832227,89.94119035781512
15.262540883423286,52.3195733670069
13.83126665764291,51.03200040630587
20.85560095845374,67.84859800575413
13.944029962691882,48.917171881008514
16.59775146415889,53.56799420452149
25.435096321051155,80.04304439412188
25.52785884960791,80.216724415466
12.311677261814967,40.35344684096146
16.37502776449886,50.95068798105996
13.240627648748903,47.19674038408797
12.944259319316966,44.97509983482731
12.444888865769686,42.515512016314894
29.695344942980746,90.27325708882528
27.429592581601593,87.24731194530635
24.07232175857978,75.57182932366669
16.781384964510035,55.017942551509684
15.662309159689025,50.529613721552174
19.193913855834502,62.90404089751899
13.49052784405629,46.57621494647264
16.04196398684825,53.21940755536274
25.85817985122794,84.67321076135602
26.951154660327955,89.24252783115251
27.184873990117712,85.4748098983601
11.835841069511348,40.19295644104954
13.786464533966052,46.372416677460286
20.612672088356046,66.48855905455828
10.890963478990345,39.885730660032245
26.401100132603144,81.9804749036948
12.885691423934125,43.84155478890723
14.78972259545267,50.97828382726016
21.28444671918342,65.96243803613342
18.4795266741128,61.68749207243909
16.821871303694543,55.19841724925709
25.934713718556125,82.55556490953049
22.30710761879837,68.90523630656337
10.82192851558403,40.30670442788937
16.968828776766504,55.381060615089744
18.435241669640128,61.90350163046642
11.35865284753914,37.07205592385637
19.885467124724578,62.73148717332125
16.266708036468827,55.722197871816014
16.084457954615747,53.98882832549905
23.156060718483563,75.7592490411372
16.317695878125136,53.219750037012105
13.564210083978931,48.788691919278236
28.384715374001274,88.10832068383739
25.509621390666233,80.83497833470257
11.48760909664459,39.63528492736917
17.5783665866305,58.38049321419896
22.644575692984112,73.64936319794198
29.04036553767101,87.99728557295319
27.911280242673065,88.85810164067257
19.844210595147054,62.63116909646149
21.940060433821948,70.38270070119664
12.342484906530235,42.60505232352607
28.590908679042435,86.58080999363776
25.049328166489044,80.31810913949168
18.014773888770172,60.28283475506671
10.522591703078755,35.278029057908455
18.511050366214178,60.077430674590374
15.495124568318484,53.431932222412314
19.446142445212494,62.63951919133781
20.812290838656292,70.40420237840627
22.75492006908989,68.03447166193551
16.146444731253403,53.353415850363625
26.578653183611834,83.62867723978964
15.351556886894063,51.310471367489654
17.641620618412205,58.13935063270895
10.062353878766295,37.53487213599073
22.305708784875527,71.5547571816787
16.80773051713192,56.968219089269
15.824416748083692,52.26641257983105
29.61226981175312,92.24441410413051
28.54309260216568,88.488921746991
29.14196777055293,93.40402809242757
24.822548973269353,80.60422602070739
18.465953464937925,62.42269878715666
14.268940654842728,46.456723366205594
21.147750778620832,69.34304575975163
29.913910345976788,95.76080272282377
11.44409020997978,39.821089566638584
25.074555616060017,77.91261800050997
22.778627164750397,71.25430111955998
12.690821637797104,41.177730112570245
15.192789163719747,50.51627107100803
16.36549575897675,55.349021240417926
23.235093952907043,80.00703568828547
18.735889760389714,62.782085446768065
29.214707089801443,93.89876286559439
20.52758972271679,65.45880582912403
24.44908143324559,78.95534853819336
13.397487690924564,45.87983940600723
26.59179064664443,86.08252019478142
12.16442779684588,42.62767232494583
12.054194103929268,38.378204169820386
17.917055886260833,57.73386970377571
16.213696576822088,53.492945513256416
28.940937097251144,91.38350957462686
21.53254913321679,68.13938967310564
27.948578406827007,85.66180774685606
20.11663651042498,61.842030853273144
27.340336769083468,86.9828282100214
13.751150731628591,47.31042079805178
29.55954085303251,94.16309166220528
11.524194736625628,36.34884912852891
20.12139346367177,65.72581137603113
16.69481933960683,54.965529193334845
24.356686801451374,78.84350692113935
26.570297608472558,84.82110711378633
28.15024447272766,89.55129256828731
28.26754869169265,95.64267947409905
22.682042474564682,69.12197231604891
23.86867839995246,76.14536370300534
26.133818860920968,84.98135527221996
13.217219185277445,45.71794644213536
16.433869113506557,55.08818814551925
22.193232382609196,66.67551782982068
29.448963942579123,91.57438107367099
11.882007085401279,43.06014230977137
28.932125654101313,94.169741172002
26.14869091657112,85.96959163118883
16.296779332135998,56.59450492490976
17.2124867937409,57.15334773351654
20.602237944461173,69.26160370297133
21.019039267939704,67.82890972398846
12.216320024641327,43.718858108739106
21.238824160321787,69.11367005182268
25.686258378239966,79.76170883698414
10.836930832647795,37.482085526980164
16.738968730414,58.219975550313855
23.11896030627279,74.09195197805562
14.52658756523771,45.2490705826557
15.60908155821878,47.16348878300307
14.52589373610502,45.05085565724159
25.053984733492,80.06570389796174
11.70381639250075,39.25372885756188
28.354825692888493,92.62741948249017
16.914098036753717,52.93157916861248
22.870822738791755,71.87068972632872
20.473042625739094,68.32646504007539
18.12876301738808,56.55996426850794
21.996489954218475,70.66534312381968
21.650802545095075,70.49781956754184
19.45159078553889,63.907851304241866
27.2617009297245,86.65964639811358
23.85398482200487,75.61522557162343
26.940947997529022,84.62885479296861
22.865247144220692,72.69176419704645
23.440745953974645,78.14248405293091
22.743407639037198,74.44558520319671
11.553422556135981,40.351176371696276
15.047368610908974,54.00113555237968
29.544738465158503,92.92476029159303
14.59388916016973,46.13626563879673
29.506541587418678,93.55608721048965
23.073681403365647,73.5341108631502
16.560008342630706,55.51347456224188
16.130870456326136,54.57667464738003
25.445877104044996,79.09800736698476
15.066124535547253,47.902296816164714
15.845556681040659,54.540137798517556
14.12466623655288,48.90065206360113
16.96656421626183,56.778854746335874
13.171825810313702,43.41035287416071
21.14104020037194,72.83688453903468
