data_stream_0,data_stream_1,data_stream_2,data_stream_3,data_stream_4,data_stream_5,data_stream_6,data_stream_7,data_stream_8,data_stream_9,data_stream_10,target
1.591651847014401,0.02199960059539549,0.06620372791141149,-4.47,-0.5903643425549446,0.9169466677721593,0.0919064105131103,0.7991223596968526,0.16955569485584818,0.49181794592114014,-0.43494862338379126,1
-0.6587227124052719,-1.1053190841827365,-0.24918505040324476,-9.14,-1.1706055154352069,-1.1951582312018565,-0.24794429850140495,-0.09101180255970118,0.18739492320902335,0.1802098762299419,0.4361541704013678,1
1.9476523994895243,0.4526026631882286,-0.05037681206047118,-1.936,-0.4827261362310912,-0.43725100502431674,2.435959360606462,-0.1975068769235404,-1.8341037568991598,-0.9826653436377673,1.3666860248634312,0
1.2684086644312846,0.8588870164288518,1.0859824580314315,0.044,-0.11734284738805804,0.3507428399298858,0.8911133571500129,0.6125016041783518,1.5725126379163499,1.7594432855809465,1.5521795530183642,0
-1.0408137660343062,0.3913814062337594,-1.7220881780593018,-4.336,0.6133549874465094,0.7216470250733658,-1.4060758704590373,0.58379333347343,-0.3803476993683238,-0.7314538318148972,0.5492741788445844,0
-1.106581792072399,-0.1449575178322545,0.34805495928157393,6.513,-1.2674620007706157,1.4150354277000303,-1.6438891604818933,0.5598468121485713,1.0582853237024412,-3.5612747964771425,-0.17739358903023122,0
1.7805328722551805,0.4050757432351085,-1.4266493994453484,-1.502,-0.23673443612662343,-0.236377976331274,-0.11434057157134378,-1.4261519037389432,-1.1632623506957744,-2.4637663136006704,2.49484298728993,1
0.094198913102913,-0.8380373628297311,-0.7130734746401759,-4.281,0.019517689857485192,-0.4511572124132556,0.04898348776036898,-0.6840773098395815,0.151804870344316,0.4766617667024494,0.7394833887323273,0
-1.3115740749146552,-0.29916254436816003,-0.28934069274631974,-3.932,0.9742327662230614,0.539017667342608,-2.1204133237097267,1.0644153811707655,0.4281559003166112,1.2095668802870385,0.6832231354829589,0
0.1430241758362761,1.527801660467751,-0.27649407722751873,-3.025,-1.2988327039745768,-0.2100241423851726,-1.5971921710872816,-0.5495665801542081,1.0869603904959766,0.19001958043551134,-1.1377032409077588,0
-1.2723128156534185,1.500377229849406,0.05663397598206439,6.902,1.5954602957292905,0.07381238350798777,-2.0793717403838468,0.9199080509715526,0.6068096659668988,-0.19834209774167688,0.784085956492468,1
-1.3668850196465616,-0.6154115662738125,-0.00604122463821552,-4.422,1.7022187459705664,1.0978808106400861,-0.5062937221835992,0.19043325416858325,0.7436107047211027,0.646472559141869,0.18462111384764038,0
-0.6212221371065377,-0.10337223971927889,-0.6771454511570021,-0.664,1.5822171902021729,-0.013612583610404901,-0.35935705013143787,-0.7684477260852307,-0.5973803422929583,0.1611462716362223,-0.18192532534042677,0
1.3552443461558197,0.11431826847154922,0.022409876365130754,9.363,-0.8290364820278003,-0.988288735281508,-1.7131175604258673,-2.2627355079771085,0.41571843194145586,-1.0186279163214385,0.4754330554064943,0
0.41052706495578184,-0.9719542825607237,-1.0430560782744158,7.399,-1.0839220875356197,0.9022585311457124,-0.17451060579723066,-0.23015412667168655,-0.1901802682294201,-0.6056338512538447,0.057607761154484,0
-0.48586569452070427,-1.1100869092330927,-0.606328814501377,6.086,-0.5461792010826809,0.7748674505061255,-1.9218155191491608,-1.1099834080609894,0.01253257344947413,-1.0673585613966832,-1.3713660644515255,0
-2.814516827315157,0.42869672237925166,0.7799598830947454,-5.15,-0.9279684019554569,-0.6562747462697124,-0.45265773653802993,0.49293614594509627,0.9506967555120834,-0.48847863887675674,-0.9866961293150327,0
-0.6782834879738212,0.4903412029587421,-0.44662456583413135,-6.773,0.5210426194914006,1.864180868260543,-1.459347006166246,-1.303654166882038,-0.39633766026701023,-0.5039350041857128,-0.5279601000847916,0
-1.0529042488882394,-0.49710520517389506,1.315616490559432,7.022,-0.9254969224456665,0.0034874159218234793,-0.8168863159042155,0.4109958102628805,0.3928106871932383,-0.39982785187116476,-0.4641404009044141,0
-0.8094613837459125,0.49708642087974025,-0.2575645365700593,-4.71,0.420605584623039,0.8635269192441877,-1.6305847021260478,0.6614958992322401,-1.6635645693178849,-1.2752661942657106,-0.3914225111794693,1
-0.43058237083216405,0.045706130867685844,0.5453894090307236,7.43,0.6511516772268481,1.835726145198101,-0.16708326295724935,0.051733607653864935,2.2410929736182643,-1.0047304848505731,-1.028425244543982,0
-0.007640198437179696,0.5418426574505502,0.13449341299973422,-1.706,-1.535677493646387,-0.4738999750810234,-0.3807314031288731,0.4840329407602223,0.3605010379861571,1.972821269900769,-0.7057785303149717,1
-0.11594232604292871,-1.6476729450815704,0.03432975532466962,-4.023,0.13807700526966996,1.1008476551317985,0.4240126116046703,0.006924755125994664,-0.7882387069186774,0.9030861475467559,-0.6530120129891889,0
